BankName,BankCode,ClientCode,ClientName,CardNumber,AccountNumber,NowMoney,AccountPW,AccountDate
대구은행,18 ,100 ,홍길동,"123,412,341,234 ","12,341,234,123,412 ","50,000 ","1,111 ","20,230,304 "
대구은행,18 ,100 ,홍길동,"123,412,341,234 ","12,341,234,123,412 ","50,000 ","1,111 ","20,230,304 "
대구은행,18 ,100 ,홍길동,"123,412,341,234 ","12,341,234,123,412 ","50,000 ","1,111 ","20,230,304 "
대구은행,18 ,100 ,홍길동,"123,412,341,234 ","12,341,234,123,412 ","50,000 ","1,111 ","20,230,304 "
대구은행,18 ,100 ,홍길동,"123,412,341,234 ","12,341,234,123,412 ","50,000 ","1,111 ","20,230,304 "
대구은행,18 ,100 ,홍길동,"123,412,341,234 ","12,341,234,123,412 ","50,000 ","1,111 ","20,230,304 "
대구은행,18 ,100 ,홍길동,"123,412,341,234 ","12,341,234,123,412 ","50,000 ","1,111 ","20,230,304 "
대구은행,18 ,100 ,홍길동,"123,412,341,234 ","12,341,234,123,412 ","50,000 ","1,111 ","20,230,304 "
대구은행,18 ,100 ,홍길동,"123,412,341,234 ","12,341,234,123,412 ","50,000 ","1,111 ","20,230,304 "
대구은행,18 ,100 ,홍길동,"123,412,341,234 ","12,341,234,123,412 ","50,000 ","1,111 ","20,230,304 "
